208,17.61,94.75,55.40,130.97,40.3964767,-4.0231252,609.00,1.29
209,17.59,94.75,55.34,100.65,40.3964691,-4.0231252,608.80,1.97
210,17.59,94.75,55.20,170.32,40.3964653,-4.0231261,609.20,1.20
211,17.61,94.75,55.31,201.29,40.3964615,-4.0231266,609.20,2.93
212,17.61,94.75,55.30,90.97,40.3964500,-4.0231271,608.70,1.13
213,17.57,94.75,55.24,118.71,40.3964615,-4.0231276,608.90,0.18
214,17.63,94.75,55.23,172.90,40.3964615,-4.0231299,608.90,0.64
215,17.59,94.75,55.17,181.94,40.3964615,-4.0231290,609.00,0.79
216,17.65,94.75,55.11,156.77,40.3964500,-4.0231295,609.10,0.84
217,17.57,94.75,55.21,120.65,40.3964500,-4.0231314,609.20,0.91
218,17.65,94.75,55.23,120.00,40.3964615,-4.0231318,609.40,1.21
219,17.63,94.75,55.22,115.48,40.3964615,-4.0231338,609.50,0.86
220,17.57,94.75,55.33,71.61,40.3964615,-4.0231352,610.00,0.52
221,17.55,94.75,55.43,63.23,40.3964615,-4.0231347,609.60,0.20
222,17.63,94.75,55.40,62.58,40.3964653,-4.0231352,609.40,0.50
223,17.61,94.75,55.45,59.35,40.3964653,-4.0231357,609.30,0.27
224,17.63,94.75,55.66,59.35,40.3964615,-4.0231371,609.00,0.08
225,17.59,94.75,55.79,66.45,40.3964615,-4.0231376,609.10,0.45
226,17.65,94.75,55.64,63.87,40.3964500,-4.0231376,609.10,0.39
227,17.70,94.75,55.54,63.23,40.3964615,-4.0231357,609.30,0.61
228,17.68,94.75,55.60,58.06,40.3964615,-4.0231333,609.10,0.44
229,17.63,94.75,55.50,81.29,40.3964615,-4.0231314,609.00,0.24
230,17.68,94.75,55.65,74.84,40.3964615,-4.0231309,609.00,0.18
231,17.70,94.75,55.65,83.87,40.3964615,-4.0231261,609.20,1.56
232,17.70,94.75,55.68,87.74,40.3964615,-4.0231214,608.60,0.97
233,17.66,94.75,55.65,80.65,40.3964615,-4.0231199,608.40,0.59
234,17.66,94.75,55.84,118.06,40.3964615,-4.0231228,608.00,1.60
235,17.68,94.75,55.76,164.52,40.3964500,-4.0231252,608.80,1.95
236,17.66,94.75,55.85,129.68,40.3964462,-4.0231242,609.30,1.34
237,17.70,94.75,55.72,214.84,40.3964424,-4.0231266,609.70,1.96
238,17.66,94.75,55.47,212.90,40.3964424,-4.0231261,609.00,0.54
239,17.66,94.75,55.44,238.71,40.3964424,-4.0231347,609.80,2.52
240,17.65,94.75,55.38,305.16,40.3964348,-4.0231442,609.10,3.15
241,17.65,94.75,55.24,294.19,40.3964348,-4.0231566,608.70,4.29
242,17.66,94.75,55.12,363.87,40.3964348,-4.0231733,609.20,5.01
243,17.65,94.75,54.99,616.13,40.3964348,-4.0231910,608.70,4.69
244,17.61,94.75,54.81,594.19,40.3964348,-4.0232062,608.90,3.64
245,17.59,94.75,54.88,529.03,40.3964424,-4.0232196,608.40,4.89
246,17.52,94.75,54.78,604.52,40.3964462,-4.0232334,607.90,4.48
247,17.52,94.75,54.82,532.26,40.3964500,-4.0232458,607.40,4.14
248,17.44,94.75,54.54,636.13,40.3964500,-4.0232596,605.60,3.90
249,17.46,94.75,54.75,540.65,40.3964615,-4.0232720,605.20,3.79
250,17.50,94.75,54.64,566.45,40.3964691,-4.0232863,605.80,4.76
251,17.50,94.75,54.37,632.90,40.3964767,-4.0233002,606.00,4.48
252,17.48,94.75,54.31,640.00,40.3964806,-4.0233173,605.90,4.85
253,17.44,94.75,54.44,532.26,40.3964844,-4.0233331,607.30,3.19
254,17.48,94.75,54.08,643.87,40.3964920,-4.0233445,607.80,4.41
255,17.50,94.75,54.08,645.16,40.3964996,-4.0233550,608.20,4.37
256,17.50,94.75,53.93,644.52,40.3965111,-4.0233645,609.20,5.65
257,17.44,94.75,54.05,642.58,40.3965225,-4.0233717,609.00,3.52
258,17.46,94.75,53.98,640.65,40.3965340,-4.0233817,608.20,3.84
259,17.50,94.75,53.82,645.81,40.3965378,-4.0233865,608.10,3.71
260,17.39,94.76,53.50,647.10,40.3965454,-4.0233908,608.20,1.10
261,17.30,94.76,53.51,645.81,40.3965454,-4.0233908,608.20,0.32
262,17.37,94.76,54.06,641.29,40.3965492,-4.0233932,607.50,1.38
263,17.41,94.75,51.83,650.97,40.3965530,-4.0233960,607.70,0.99
264,17.44,94.77,54.22,639.35,40.3965530,-4.0233951,608.30,0.31
265,17.44,94.76,54.20,641.94,40.3965530,-4.0233946,608.50,0.65
266,17.42,94.76,54.18,641.29,40.3965530,-4.0233960,608.30,0.46
267,17.42,94.76,54.19,641.94,40.3965530,-4.0233974,608.20,0.08
268,17.44,94.76,54.06,641.94,40.3965530,-4.0233979,608.40,0.16
269,17.46,94.76,53.87,642.58,40.3965530,-4.0233974,608.60,0.12
270,17.46,94.76,53.97,641.94,40.3965530,-4.0233979,608.60,0.30
271,17.50,94.76,54.05,642.58,40.3965530,-4.0233989,608.50,0.28
272,17.50,94.76,53.90,642.58,40.3965530,-4.0233989,608.60,0.18
273,17.48,94.77,53.97,641.94,40.3965530,-4.0233994,608.70,0.26
274,17.39,94.76,53.96,642.58,40.3965530,-4.0233979,608.90,0.12
275,17.39,94.77,53.84,642.58,40.3965492,-4.0233970,608.80,0.09
276,17.28,94.76,53.79,642.58,40.3965492,-4.0233974,608.30,0.31
277,17.30,94.77,53.85,642.58,40.3965492,-4.0233979,608.00,0.15
278,17.22,94.76,53.78,642.58,40.3965492,-4.0233974,607.70,0.16
279,17.37,94.76,53.76,642.58,40.3965492,-4.0233970,607.60,0.25
280,17.37,94.77,53.70,641.94,40.3965492,-4.0233970,607.40,0.12
281,17.39,94.76,53.65,648.39,40.3965492,-4.0233960,607.00,0.45
282,17.42,94.77,53.59,648.39,40.3965492,-4.0233951,607.00,0.23
283,17.42,94.76,54.02,494.19,40.3965454,-4.0233951,606.50,0.36
284,17.46,94.77,53.60,647.74,40.3965454,-4.0233970,606.60,0.10
285,17.48,94.77,54.22,303.23,40.3965454,-4.0233974,606.90,0.11
286,17.54,94.77,54.06,206.45,40.3965492,-4.0234008,607.30,1.07
287,17.44,94.76,54.13,479.35,40.3965454,-4.0234008,608.10,0.73
288,17.52,94.76,53.43,641.94,40.3965492,-4.0234013,608.80,0.35
289,17.50,94.76,53.34,641.94,40.3965492,-4.0234027,609.00,0.85
290,17.42,94.76,53.51,641.29,40.3965492,-4.0234036,609.50,0.44
291,17.35,94.76,53.51,641.29,40.3965492,-4.0234056,609.40,0.96
292,17.37,94.76,53.46,641.29,40.3965454,-4.0234056,609.80,0.26
293,17.41,94.76,53.49,641.29,40.3965454,-4.0234065,609.50,0.40
294,17.46,94.76,53.52,641.29,40.3965492,-4.0234041,610.50,1.07
295,17.44,94.76,53.61,641.29,40.3965492,-4.0234013,611.60,1.01
296,17.42,94.76,53.40,641.94,40.3965492,-4.0234065,612.10,1.99
297,17.35,94.76,53.37,641.94,40.3965530,-4.0234122,613.50,1.75
298,17.42,94.76,53.50,641.94,40.3965492,-4.0234146,613.10,0.65
299,17.46,94.76,53.51,641.94,40.3965492,-4.0234170,612.70,1.12
300,17.48,94.76,53.59,641.94,40.3965492,-4.0234189,612.50,0.77
301,17.57,94.75,53.49,642.58,40.3965492,-4.0234189,612.00,0.16
302,17.57,94.76,53.54,642.58,40.3965492,-4.0234208,611.00,0.16
303,17.54,94.76,53.41,641.94,40.3965492,-4.0234194,610.60,1.23
304,17.59,94.76,53.67,640.65,40.3965492,-4.0234203,609.70,0.66
305,17.65,94.76,54.26,639.35,40.3965492,-4.0234189,609.40,0.59
306,17.65,94.76,54.29,640.65,40.3965492,-4.0234146,609.50,1.08
307,17.63,94.76,54.31,634.19,40.3965492,-4.0234065,610.10,2.44
308,17.66,94.75,54.27,634.84,40.3965492,-4.0234079,609.10,0.13
309,17.72,94.76,54.26,634.84,40.3965454,-4.0234122,609.70,1.38
310,17.65,94.75,54.46,612.26,40.3965454,-4.0234132,609.30,1.45
311,17.52,94.75,54.52,356.77,40.3965454,-4.0234146,609.50,1.34
312,17.52,94.76,54.48,341.94,40.3965454,-4.0234132,609.30,0.35
313,17.54,94.75,54.47,310.32,40.3965454,-4.0234118,609.00,0.43
314,17.50,94.75,54.34,501.29,40.3965454,-4.0234118,609.20,0.07
315,17.61,94.76,54.46,620.65,40.3965454,-4.0234094,608.90,0.29
316,17.57,94.75,54.39,636.77,40.3965454,-4.0234079,608.50,0.22
317,17.63,94.75,54.10,638.71,40.3965454,-4.0234079,608.30,0.26
318,17.61,94.75,54.65,218.71,40.3965454,-4.0234065,608.60,1.45
319,17.59,94.75,54.58,229.03,40.3965378,-4.0234075,608.60,0.97
320,17.66,94.75,54.65,211.61,40.3965378,-4.0234079,608.60,0.59
321,17.65,94.75,54.63,330.32,40.3965454,-4.0234046,608.30,1.72
322,17.61,94.75,53.73,640.00,40.3965454,-4.0234017,608.10,0.51
323,17.61,94.76,54.35,534.84,40.3965378,-4.0234013,608.50,0.26
324,17.55,94.76,54.43,303.23,40.3965492,-4.0234017,608.80,2.80
325,17.54,94.75,53.36,637.42,40.3965454,-4.0234013,608.80,0.10
326,17.55,94.75,54.00,632.26,40.3965454,-4.0234008,609.00,1.33
327,17.54,94.75,54.06,498.71,40.3965378,-4.0233974,608.50,0.85
328,17.59,94.75,54.11,540.65,40.3965340,-4.0233974,608.70,0.26
329,17.50,94.76,53.86,634.19,40.3965340,-4.0233970,608.90,0.47
330,17.52,94.75,53.81,634.84,40.3965340,-4.0233960,609.30,0.24
331,17.54,94.75,53.77,633.55,40.3965302,-4.0233960,609.80,0.21
332,17.55,94.75,53.59,632.90,40.3965302,-4.0233960,609.80,0.30
333,17.52,94.75,53.62,630.32,40.3965302,-4.0233970,609.70,0.17
334,17.54,94.75,53.55,458.06,40.3965302,-4.0233974,610.00,0.66
335,17.50,94.75,53.67,627.74,40.3965302,-4.0233998,610.30,1.75
336,17.54,94.76,53.57,513.55,40.3965302,-4.0233989,610.80,0.55
337,17.44,94.75,53.63,503.23,40.3965225,-4.0233960,610.90,1.51
338,17.50,94.75,53.54,485.16,40.3965302,-4.0233994,610.50,1.37
339,17.54,94.76,53.48,476.13,40.3965302,-4.0234008,610.50,0.80
340,17.55,94.76,53.47,451.61,40.3965225,-4.0233946,611.00,2.54
341,17.52,94.75,53.53,439.35,40.3965225,-4.0233960,610.90,0.13
342,17.52,94.76,53.64,440.00,40.3965225,-4.0233960,611.20,0.35
343,17.26,94.75,53.42,425.16,40.3965302,-4.0233974,610.80,0.37
344,17.42,94.75,53.44,530.32,40.3965225,-4.0233989,610.90,0.55
345,17.44,94.75,52.58,638.06,40.3965302,-4.0233989,610.90,0.08
346,17.31,94.75,53.13,385.16,40.3965302,-4.0233994,610.90,0.29
347,17.31,94.75,52.62,638.71,40.3965302,-4.0234013,610.80,1.16
348,17.24,94.75,52.71,640.65,40.3965302,-4.0233979,611.50,0.87
349,17.31,94.75,52.49,634.19,40.3965302,-4.0233994,610.80,0.38
350,17.24,94.75,53.36,289.03,40.3965340,-4.0234013,610.30,0.91
351,17.26,94.75,52.96,599.35,40.3965340,-4.0234027,610.00,0.34
352,17.26,94.76,53.40,320.65,40.3965340,-4.0234027,610.00,0.17
353,17.20,94.75,53.33,355.48,40.3965378,-4.0234017,610.20,0.83
354,17.33,94.75,53.34,401.94,40.3965378,-4.0234027,610.10,0.09
355,17.37,94.75,53.16,416.77,40.3965340,-4.0234027,610.00,2.34
356,17.37,94.75,53.07,633.55,40.3965302,-4.0234017,609.90,2.25
357,17.37,94.75,52.90,632.90,40.3965302,-4.0234008,610.00,1.49
